ID,FECHA_REPORTE,TIPO_INCIDENTE,GRAVEDAD,AreaRecreativaID
2572,12/09/2020,Daño estructural,Media,17284
2573,09/11/2019,Vandalismo,Crítica,5213822
2574,03/09/2022,Accidente,Media,18259
2575,12/05/2020,Daño estructural,Media,18539
2576,29/11/2022,Accidente,Crítica,16658
2577,23/01/2020,Caída,Baja,16984
2578,02/08/2024,Caída,Crítica,18585
2579,26/12/2022,Daño estructural,Baja,8799632
2580,10/02/2022,Vandalismo,Crítica,17284
2581,24/03/2020,Robo,Baja,3568959
2582,29/11/2022,Vandalismo,Baja,18151
2583,25/10/2023,Vandalismo,Baja,16738
2584,15/05/2024,Accidente,Alta,16844
2585,02/12/2023,Robo,Alta,17473
2586,15/12/2019,Accidente,Media,17345
2587,29/01/2023,Accidente,Alta,7902175
2588,06/05/2020,Daño estructural,Alta,18557
2589,24/01/2023,Vandalismo,Baja,18414
2590,29/05/2023,Vandalismo,Alta,8799551
2591,12/01/2024,Daño estructural,Alta,17801
2592,17/07/2021,Vandalismo,Media,17658
2593,12/08/2020,Daño estructural,Media,17736
2594,13/03/2023,Accidente,Media,16938
2595,13/07/2021,Daño estructural,Baja,7927289
2596,23/12/2023,Vandalismo,Crítica,5219934
2597,12/04/2019,Daño estructural,Baja,18111
2598,03/02/2023,Daño estructural,Baja,6819623
2599,17/03/2023,Accidente,Media,17903
2600,04/10/2024,Caída,Baja,17691
2601,28/12/2019,Caída,Crítica,16849
2602,15/05/2020,Daño estructural,Crítica,17595
2603,13/11/2020,Vandalismo,Media,5195676
2604,03/05/2022,Caída,Baja,7403980
2605,08/09/2022,Accidente,Alta,18030
2606,10/03/2023,Robo,Media,17524
2607,22/08/2020,Daño estructural,Baja,5241174
2608,26/06/2023,Caída,Alta,17099
2609,26/02/2021,Robo,Crítica,3573333
2610,23/04/2024,Robo,Crítica,16768
2611,13/10/2024,Daño estructural,Baja,17095
2612,10/05/2023,Caída,Crítica,5219929
2613,22/08/2024,Daño estructural,Alta,4985689
2614,06/01/2023,Robo,Media,18288
2615,07/08/2024,Caída,Baja,17959
2616,26/12/2021,Robo,Crítica,17087
2617,20/12/2023,Vandalismo,Baja,16954
2618,24/05/2024,Daño estructural,Baja,52211
2619,19/08/2021,Vandalismo,Alta,3569191
2620,10/08/2021,Caída,Media,7126508
2621,05/04/2020,Vandalismo,Alta,52102
2622,09/05/2021,Accidente,Crítica,17485
2623,17/06/2021,Robo,Media,16953
2624,21/10/2021,Robo,Alta,17304
2625,23/04/2023,Robo,Alta,17317
2626,16/01/2024,Daño estructural,Crítica,3971913
2627,15/12/2020,Accidente,Alta,5653716
2628,25/01/2023,Vandalismo,Crítica,17845
2629,18/09/2021,Caída,Media,5237108
2630,23/03/2024,Accidente,Alta,17613
2631,15/11/2019,Caída,Baja,3568959
2632,23/01/2021,Caída,Baja,18576
2633,31/01/2024,Daño estructural,Alta,5219515
2634,30/05/2020,Accidente,Baja,7862164
2635,28/08/2021,Caída,Crítica,17731
2636,18/05/2024,Daño estructural,Media,18153
2637,21/05/2024,Caída,Baja,17019
2638,24/08/2020,Daño estructural,Crítica,17449
2639,06/10/2021,Daño estructural,Alta,5653967
2640,16/08/2022,Accidente,Alta,16744
2641,13/03/2023,Accidente,Media,18277
2642,14/03/2024,Robo,Baja,18627
2643,16/05/2023,Daño estructural,Crítica,16867
2644,10/01/2020,Robo,Media,5219929
2645,03/11/2023,Daño estructural,Media,8775334
2646,31/05/2023,Accidente,Media,17626
2647,04/11/2021,Vandalismo,Crítica,18327
2648,08/08/2021,Daño estructural,Alta,17176
2649,18/03/2023,Vandalismo,Alta,17626
2650,02/08/2024,Accidente,Alta,52180
2651,11/10/2021,Vandalismo,Baja,17358
2652,25/05/2021,Caída,Alta,17517
2653,18/03/2023,Robo,Alta,17967
2654,11/04/2022,Daño estructural,Media,18360
2655,14/02/2024,Robo,Alta,17795
2656,06/07/2024,Robo,Baja,16690
2657,24/05/2020,Accidente,Media,8941726
2658,20/10/2021,Accidente,Media,17395
2659,30/06/2021,Vandalismo,Media,17083
2660,09/11/2019,Accidente,Baja,52902
2661,25/12/2022,Daño estructural,Media,17965
2662,14/09/2023,Caída,Media,18225
2663,02/09/2023,Robo,Alta,52078
2664,21/02/2023,Daño estructural,Alta,18640
2665,31/10/2023,Accidente,Media,17313
2666,20/04/2024,Robo,Baja,17106
2667,04/08/2022,Daño estructural,Alta,17499
2668,12/07/2023,Vandalismo,Alta,18029
2669,18/05/2023,Robo,Alta,18311
2670,19/02/2023,Accidente,Crítica,17899
2671,04/08/2022,Robo,Alta,18248
2672,16/07/2020,Robo,Media,17578
2673,21/05/2021,Accidente,Crítica,18369
2674,01/11/2023,Robo,Media,18053
2675,09/01/2024,Accidente,Alta,18219
2676,17/03/2022,Caída,Alta,16721
2677,22/02/2020,Daño estructural,Baja,5241186
2678,13/12/2019,Daño estructural,Media,17475
2679,01/08/2021,Daño estructural,Media,18248
2680,07/09/2023,Robo,Media,17534
2681,12/04/2023,Daño estructural,Baja,7126156
2682,01/02/2023,Vandalismo,Baja,17847
2683,10/08/2022,Vandalismo,Media,52153
2684,11/02/2024,Robo,Baja,7168553
2685,29/10/2019,Accidente,Crítica,18291
2686,13/12/2021,Daño estructural,Alta,5653899
2687,13/07/2023,Robo,Media,17939
2688,06/09/2024,Vandalismo,Alta,18201
2689,08/09/2021,Caída,Media,17485
2690,03/04/2020,Accidente,Crítica,17135
2691,26/05/2022,Daño estructural,Alta,17078
2692,30/06/2022,Accidente,Baja,52165
2693,14/07/2021,Vandalismo,Alta,18340
2694,05/11/2021,Daño estructural,Crítica,7882656
2695,12/03/2021,Accidente,Media,52106
2696,20/10/2022,Robo,Baja,5219933
2697,05/07/2021,Robo,Media,16904
2698,13/10/2023,Vandalismo,Media,8799942
2699,25/10/2021,Caída,Crítica,17020
2700,20/12/2022,Accidente,Baja,18005
2701,26/10/2019,Caída,Media,17699
2702,14/11/2021,Robo,Alta,5237128
2703,29/05/2020,Accidente,Alta,18147
2704,26/01/2020,Accidente,Alta,17058
2705,23/01/2021,Caída,Alta,52149
2706,01/09/2022,Vandalismo,Crítica,17591
2707,22/03/2021,Accidente,Media,5237130
2708,09/04/2022,Daño estructural,Baja,18053
2709,31/07/2021,Robo,Media,17980
2710,23/02/2020,Vandalismo,Crítica,18264
2711,19/02/2021,Daño estructural,Media,17954
2712,24/08/2020,Vandalismo,Alta,16792
2713,14/08/2021,Caída,Alta,17162
2714,11/06/2020,Robo,Alta,5209024
2715,27/02/2022,Daño estructural,Crítica,17505
2716,13/01/2020,Caída,Media,17196
2717,17/07/2020,Caída,Baja,7862164
2718,15/07/2023,Robo,Alta,16784
2719,25/12/2023,Robo,Media,17072
2720,29/06/2024,Vandalismo,Alta,8799540
2721,26/01/2020,Accidente,Baja,5195568
2722,17/08/2020,Accidente,Baja,52126
2723,01/05/2024,Caída,Alta,17337
2724,15/09/2020,Vandalismo,Crítica,17032
2725,16/10/2022,Accidente,Crítica,17724
2726,20/04/2021,Daño estructural,Baja,17309
2727,25/03/2024,Accidente,Crítica,7889423
2728,14/01/2024,Daño estructural,Crítica,16664
2729,17/06/2022,Daño estructural,Alta,5178801
2730,29/10/2021,Robo,Alta,16665
2731,23/07/2022,Daño estructural,Media,17574
2732,21/08/2024,Daño estructural,Media,18447
2733,09/04/2023,Vandalismo,Crítica,17866
2734,26/02/2020,Caída,Alta,16953
2735,11/09/2020,Accidente,Alta,52084
2736,18/04/2021,Caída,Media,5219924
2737,06/02/2020,Robo,Alta,52170
2738,18/03/2020,Vandalismo,Baja,52216
2739,20/07/2021,Accidente,Alta,17035
2740,21/11/2021,Caída,Alta,17396
2741,15/12/2021,Robo,Baja,17676
2742,16/01/2024,Vandalismo,Baja,17664
2743,15/09/2021,Robo,Media,18090
2744,26/05/2020,Vandalismo,Crítica,52223
2745,24/05/2023,Daño estructural,Alta,461183
2746,15/06/2020,Caída,Alta,17039
2747,21/06/2020,Robo,Alta,4794404
2748,27/03/2023,Robo,Crítica,7180264
2749,02/01/2023,Vandalismo,Baja,7403980
2750,12/12/2023,Accidente,Baja,17593
2751,28/06/2020,Caída,Media,18092
2752,24/04/2020,Accidente,Baja,8799531
2753,26/10/2022,Caída,Alta,16815
2754,14/04/2020,Daño estructural,Crítica,5075332
2755,27/08/2024,Daño estructural,Crítica,4749889
2756,14/01/2024,Vandalismo,Alta,3573208
2757,23/02/2020,Caída,Baja,17529
2758,29/05/2022,Accidente,Crítica,16970
2759,08/06/2021,Caída,Baja,17813
2760,14/03/2022,Robo,Crítica,18139
2761,12/12/2023,Daño estructural,Alta,52058
2762,08/12/2020,Robo,Crítica,9177985
2763,27/11/2019,Vandalismo,Media,17434
2764,06/08/2021,Robo,Media,8785504
2765,12/09/2020,Daño estructural,Crítica,17033
2766,17/09/2022,Caída,Crítica,16711
2767,01/02/2021,Caída,Crítica,17875
2768,21/12/2023,Daño estructural,Media,52075
2769,26/09/2021,Daño estructural,Media,17042
2770,20/08/2023,Robo,Alta,18000
2771,30/08/2022,Daño estructural,Media,52197
2772,02/09/2022,Daño estructural,Baja,3573053
2773,06/06/2023,Accidente,Baja,17774
2774,16/02/2020,Caída,Media,5219930
2775,11/03/2021,Vandalismo,Media,16855
2776,08/05/2022,Accidente,Crítica,16836
2777,10/01/2020,Vandalismo,Crítica,17552
2778,01/06/2022,Caída,Crítica,7280401
2779,17/01/2022,Accidente,Alta,18151
2780,14/07/2024,Accidente,Media,3531284
2781,08/10/2024,Accidente,Media,18143
2782,06/04/2024,Accidente,Baja,17623
2783,29/08/2020,Robo,Baja,5219515
2784,07/09/2023,Daño estructural,Crítica,18530
2785,27/06/2023,Caída,Alta,52119
2786,24/01/2022,Vandalismo,Crítica,5237137
2787,02/05/2020,Caída,Crítica,16822
2788,17/01/2024,Vandalismo,Crítica,17278
2789,28/12/2022,Vandalismo,Crítica,18080
2790,20/03/2024,Daño estructural,Alta,17386
2791,25/04/2022,Robo,Media,8907322
2792,18/03/2022,Accidente,Media,18534
2793,03/12/2023,Accidente,Alta,18284
2794,25/01/2024,Accidente,Media,17956
2795,06/05/2024,Vandalismo,Media,5241171
2796,04/06/2024,Accidente,Crítica,52226
2797,23/04/2022,Accidente,Media,18130
2798,01/08/2020,Caída,Alta,52120
2799,01/05/2022,Vandalismo,Crítica,17217
2800,12/12/2023,Caída,Crítica,17731
2801,08/08/2023,Daño estructural,Crítica,18556
2802,11/05/2023,Daño estructural,Media,17130
2803,13/10/2022,Robo,Alta,18239
2804,08/07/2023,Robo,Alta,18179
2805,25/01/2023,Caída,Crítica,4730886
2806,22/11/2019,Accidente,Crítica,17025
2807,16/09/2024,Daño estructural,Crítica,18242
2808,24/11/2023,Caída,Media,6819626
2809,18/08/2023,Robo,Baja,5213821
2810,05/07/2024,Vandalismo,Baja,18508
2811,09/04/2023,Accidente,Baja,8799601
2812,26/12/2022,Accidente,Baja,18048
2813,14/10/2023,Vandalismo,Alta,16774
2814,25/10/2023,Accidente,Baja,17163
2815,11/06/2022,Accidente,Media,17038
2816,13/05/2021,Accidente,Baja,16792
2817,24/06/2020,Vandalismo,Media,52177
2818,01/07/2023,Caída,Media,16978
2819,03/11/2021,Accidente,Crítica,7908048
2820,29/09/2020,Accidente,Crítica,17955
2821,15/06/2024,Daño estructural,Media,6819617
2822,29/08/2020,Robo,Alta,18450
2823,15/09/2022,Accidente,Media,9049653
2824,22/01/2024,Daño estructural,Alta,5219933
2825,28/03/2023,Daño estructural,Media,16882
2826,20/06/2024,Daño estructural,Crítica,17925
2827,26/04/2022,Vandalismo,Crítica,16843
2828,25/08/2024,Accidente,Crítica,17491
2829,18/11/2020,Daño estructural,Crítica,18210
2830,18/02/2021,Vandalismo,Alta,3573016
2831,06/04/2023,Caída,Alta,52148
2832,26/04/2023,Robo,Baja,9293991
2833,15/03/2021,Robo,Media,3740788
2834,20/04/2022,Daño estructural,Baja,17340
2835,05/06/2021,Robo,Crítica,18280
2836,23/02/2020,Vandalismo,Crítica,18572
2837,30/06/2024,Accidente,Alta,16892
2838,26/08/2022,Caída,Baja,5237124
2839,04/10/2023,Vandalismo,Crítica,52170
2840,11/01/2024,Vandalismo,Baja,8907322
2841,06/06/2022,Accidente,Baja,17330
2842,20/01/2021,Caída,Media,16923
2843,27/03/2021,Robo,Baja,17544
2844,30/03/2020,Caída,Baja,18007
2845,31/05/2022,Accidente,Media,17536
2846,01/06/2024,Vandalismo,Media,17547
2847,01/06/2022,Daño estructural,Alta,18444
2848,12/06/2024,Vandalismo,Alta,18325
2849,04/01/2023,Vandalismo,Crítica,7247843
2850,05/07/2024,Caída,Baja,17892
2851,16/04/2024,Accidente,Alta,17507
2852,10/07/2024,Accidente,Baja,52169
2853,10/04/2020,Accidente,Crítica,17484
2854,17/07/2024,Daño estructural,Media,16886
2855,25/10/2022,Daño estructural,Baja,16882
2856,14/02/2023,Vandalismo,Baja,7247843
2857,28/12/2023,Accidente,Baja,17090
2858,07/06/2021,Accidente,Crítica,7595815
2859,19/02/2022,Daño estructural,Crítica,17473
2860,20/05/2021,Robo,Alta,4749895
2861,30/10/2021,Vandalismo,Crítica,17366
2862,12/05/2022,Caída,Baja,52185
2863,09/12/2020,Accidente,Crítica,16975
2864,25/02/2022,Accidente,Crítica,7895078
2865,24/05/2022,Accidente,Baja,17547
2866,01/06/2022,Vandalismo,Crítica,5237138
2867,27/08/2020,Vandalismo,Crítica,3740788
2868,17/01/2024,Accidente,Media,18073
2869,09/07/2022,Accidente,Baja,18422
2870,04/08/2021,Accidente,Alta,52074
2871,06/11/2021,Accidente,Alta,5237134
2872,13/06/2020,Vandalismo,Baja,16841
2873,15/08/2020,Robo,Alta,7802522
2874,11/02/2023,Daño estructural,Alta,18590
2875,02/09/2023,Accidente,Media,18135
2876,23/08/2020,Daño estructural,Crítica,18093
2877,20/09/2020,Accidente,Media,18526
2878,02/02/2020,Daño estructural,Crítica,18116
2879,13/09/2022,Daño estructural,Crítica,18398
2880,07/12/2023,Daño estructural,Media,17802
2881,09/10/2020,Accidente,Crítica,18569
2882,08/10/2020,Accidente,Crítica,18604
2883,16/07/2020,Daño estructural,Crítica,5241177
2884,10/11/2020,Vandalismo,Crítica,7356676
2885,15/07/2020,Daño estructural,Crítica,17503
2886,20/04/2021,Accidente,Baja,17033
2887,03/08/2023,Robo,Media,17746
2888,05/03/2020,Daño estructural,Baja,18598
2889,21/11/2019,Accidente,Crítica,18146
2890,29/12/2020,Vandalismo,Media,18321
2891,30/01/2023,Vandalismo,Alta,18175
2892,13/07/2024,Accidente,Alta,4749896
2893,22/06/2020,Caída,Alta,18044
2894,17/10/2022,Daño estructural,Baja,18372
2895,16/09/2021,Robo,Baja,18131
2896,28/05/2022,Daño estructural,Media,18316
2897,25/04/2023,Vandalismo,Crítica,17707
2898,14/10/2022,Vandalismo,Crítica,461179
2899,10/09/2021,Daño estructural,Crítica,17953
2900,28/06/2024,Daño estructural,Media,17874
2901,25/01/2024,Caída,Alta,461342
2902,08/02/2023,Daño estructural,Crítica,17809
2903,21/02/2021,Accidente,Alta,17272
2904,18/12/2021,Caída,Baja,18255
2905,27/10/2019,Daño estructural,Crítica,17611
2906,14/04/2020,Robo,Media,17129
2907,11/11/2021,Caída,Baja,8775337
2908,21/10/2022,Vandalismo,Media,3568306
2909,28/04/2024,Accidente,Media,17756
2910,27/04/2021,Robo,Media,7897950
2911,03/05/2022,Daño estructural,Alta,7144128
2912,02/02/2024,Accidente,Media,16902
2913,28/08/2023,Caída,Alta,3569222
2914,28/06/2022,Caída,Media,18140
2915,20/07/2022,Vandalismo,Baja,18155
2916,26/05/2021,Vandalismo,Crítica,461341
2917,07/10/2022,Daño estructural,Alta,18539
2918,07/11/2020,Caída,Alta,5213832
2919,01/02/2023,Robo,Crítica,4749888
2920,25/05/2021,Accidente,Crítica,52165
2921,27/10/2021,Robo,Baja,16835
2922,07/08/2023,Robo,Alta,18070
2923,24/08/2024,Robo,Alta,4730835
2924,21/07/2024,Daño estructural,Alta,17926
2925,08/01/2024,Vandalismo,Media,17730
2926,17/03/2023,Accidente,Media,5209117
2927,19/05/2024,Robo,Media,18377
2928,25/03/2022,Daño estructural,Crítica,18586
2929,14/07/2023,Caída,Crítica,451351
2930,29/10/2022,Vandalismo,Baja,18468
2931,07/05/2023,Caída,Alta,17371
2932,22/10/2023,Accidente,Alta,17852
2933,14/03/2022,Caída,Crítica,18048
2934,27/09/2023,Accidente,Alta,18345
2935,02/12/2023,Robo,Crítica,17586
2936,24/04/2023,Vandalismo,Alta,9180738
2937,17/01/2023,Robo,Baja,16728
2938,01/08/2020,Vandalismo,Media,5178865
2939,14/03/2021,Accidente,Alta,18189
2940,23/03/2022,Robo,Crítica,461341
2941,02/05/2022,Daño estructural,Media,9424150
2942,14/10/2024,Caída,Alta,5218564
2943,05/12/2021,Caída,Media,17204
2944,06/06/2023,Daño estructural,Media,16837
2945,28/11/2023,Daño estructural,Alta,17957
2946,23/10/2022,Daño estructural,Crítica,18142
2947,06/01/2021,Robo,Baja,17653
2948,14/06/2023,Daño estructural,Crítica,16921
2949,18/11/2021,Daño estructural,Baja,17736
2950,23/04/2022,Accidente,Baja,17707
2951,03/08/2022,Accidente,Alta,52168
2952,06/09/2022,Robo,Crítica,17489
2953,11/02/2020,Accidente,Alta,52223
2954,28/06/2021,Caída,Crítica,52159
2955,17/05/2023,Robo,Baja,17891
2956,13/05/2023,Caída,Crítica,17446
2957,15/12/2022,Caída,Media,17507
2958,22/06/2021,Robo,Crítica,9259976
2959,18/10/2020,Vandalismo,Crítica,17640
2960,05/11/2019,Accidente,Media,18456
2961,22/03/2022,Vandalismo,Alta,7840614
2962,04/03/2023,Vandalismo,Baja,17134
2963,12/02/2021,Accidente,Media,17807
2964,12/08/2021,Accidente,Baja,5246189
2965,06/02/2024,Daño estructural,Crítica,16863
2966,26/10/2022,Robo,Alta,17749
2967,22/05/2021,Vandalismo,Baja,17049
2968,16/09/2024,Vandalismo,Media,18031
2969,19/10/2023,Vandalismo,Alta,17485
2970,30/09/2020,Vandalismo,Baja,17796
2971,10/06/2022,Daño estructural,Media,5071674
2972,27/01/2023,Robo,Media,17777
2973,30/12/2020,Accidente,Alta,8909085
2974,04/09/2020,Caída,Media,17014
2975,02/04/2023,Vandalismo,Baja,5241178
2976,22/01/2024,Robo,Baja,17397
2977,19/06/2023,Caída,Baja,7538071
2978,13/09/2024,Vandalismo,Alta,8927341
2979,22/10/2022,Daño estructural,Alta,451542
2980,14/02/2023,Daño estructural,Baja,3994618
2981,25/07/2024,Vandalismo,Media,52203
2982,21/01/2022,Caída,Alta,17725
2983,17/04/2022,Vandalismo,Alta,3573056
2984,25/10/2022,Daño estructural,Baja,17691
2985,13/01/2021,Accidente,Alta,16924
2986,07/03/2024,Caída,Crítica,18359
2987,11/04/2024,Daño estructural,Crítica,18117
2988,03/10/2023,Daño estructural,Crítica,18347
2989,20/01/2024,Caída,Media,16998
2990,08/06/2021,Accidente,Alta,18373
2991,18/09/2022,Vandalismo,Crítica,17472
2992,25/11/2023,Caída,Alta,18353
2993,02/01/2022,Caída,Crítica,17534
2994,08/01/2022,Daño estructural,Crítica,17483
2995,13/02/2023,Vandalismo,Alta,7107693
2996,20/05/2020,Caída,Media,52067
2997,31/07/2021,Caída,Media,17589
2998,19/04/2020,Accidente,Media,18336
2999,19/10/2019,Robo,Media,17794
3000,24/05/2024,Caída,Media,18407
3001,14/08/2024,Accidente,Alta,16757
3002,03/05/2021,Robo,Media,17950
3003,20/03/2021,Accidente,Baja,9187536
3004,08/03/2022,Robo,Media,16917
3005,15/10/2020,Robo,Crítica,17074
3006,23/11/2020,Robo,Alta,17633
3007,16/08/2020,Daño estructural,Alta,17517
3008,19/07/2021,Vandalismo,Crítica,18086
3009,03/10/2020,Accidente,Alta,4737820
3010,12/10/2023,Daño estructural,Baja,18504
3011,18/05/2022,Vandalismo,Baja,3569250
3012,07/11/2022,Accidente,Crítica,18449
3013,08/07/2023,Daño estructural,Baja,5654051
3014,24/07/2020,Daño estructural,Baja,4737820
3015,31/12/2023,Daño estructural,Crítica,18449
3016,03/04/2022,Daño estructural,Baja,18634
3017,11/11/2019,Daño estructural,Crítica,17710
3018,03/12/2022,Caída,Crítica,5653901
3019,31/03/2022,Robo,Baja,18086
3020,20/05/2024,Daño estructural,Baja,17143
3021,24/06/2022,Caída,Crítica,17551
3022,29/06/2022,Daño estructural,Baja,52102
3023,03/05/2024,Caída,Alta,16710
3024,18/01/2024,Robo,Media,4749900
3025,10/08/2020,Vandalismo,Crítica,17756
3026,26/05/2022,Vandalismo,Baja,5240324
3027,11/07/2024,Caída,Crítica,5240327
3028,07/10/2023,Accidente,Crítica,16954
3029,07/11/2019,Vandalismo,Crítica,18461
3030,02/10/2023,Daño estructural,Media,18261
3031,03/06/2021,Daño estructural,Alta,5219928
3032,17/05/2021,Caída,Media,17499
3033,11/05/2020,Robo,Baja,52155
3034,09/06/2020,Robo,Alta,17056
3035,27/07/2020,Vandalismo,Crítica,17681
3036,31/10/2020,Accidente,Baja,3573331
3037,07/01/2024,Caída,Crítica,17684
3038,21/02/2020,Caída,Media,4749888
3039,15/11/2021,Caída,Media,3573330
3040,02/09/2020,Caída,Alta,5241181
3041,20/12/2021,Vandalismo,Baja,18459
3042,30/03/2020,Vandalismo,Alta,17181
3043,22/11/2020,Robo,Media,52194
3044,01/11/2021,Caída,Crítica,17863
3045,12/04/2020,Daño estructural,Baja,17664
3046,01/08/2020,Daño estructural,Alta,17029
3047,08/05/2020,Caída,Alta,52146
3048,06/02/2021,Robo,Alta,16888
3049,13/09/2021,Caída,Crítica,7125612
3050,04/11/2022,Caída,Crítica,18013
3051,03/09/2022,Robo,Alta,17700
3052,17/05/2020,Daño estructural,Crítica,18595
3053,23/02/2021,Daño estructural,Crítica,18140
3054,13/09/2024,Caída,Media,16887
3055,02/06/2020,Accidente,Alta,3573054
3056,16/09/2023,Accidente,Alta,8799552
3057,25/07/2021,Daño estructural,Alta,17979
3058,07/06/2021,Daño estructural,Crítica,7144040
3059,28/10/2021,Robo,Media,18229
3060,12/10/2023,Accidente,Baja,7180264
3061,01/03/2022,Caída,Baja,18600
3062,01/07/2022,Accidente,Baja,18573
3063,18/02/2024,Daño estructural,Media,16988
3064,22/06/2024,Caída,Media,16751
3065,23/09/2021,Robo,Baja,52228
3066,03/10/2020,Daño estructural,Crítica,9261936
3067,20/05/2020,Caída,Baja,18543
3068,20/10/2021,Accidente,Media,18418
3069,24/11/2022,Caída,Media,5237110
3070,26/07/2021,Accidente,Baja,17914
3071,26/08/2020,Vandalismo,Alta,17656
3072,24/07/2020,Daño estructural,Media,17944
3073,18/02/2020,Robo,Crítica,5219934
3074,05/12/2023,Caída,Alta,16730
3075,27/12/2021,Accidente,Media,5133174
3076,23/11/2022,Robo,Media,16782
3077,26/06/2022,Vandalismo,Alta,17009
3078,26/02/2020,Robo,Crítica,17760
3079,23/09/2023,Accidente,Crítica,17088
3080,19/06/2022,Accidente,Alta,16785
3081,31/01/2023,Caída,Alta,17075
3082,21/11/2022,Caída,Media,52139
3083,09/10/2023,Robo,Baja,18421
3084,02/09/2020,Robo,Baja,18100
3085,11/08/2023,Daño estructural,Baja,18258
3086,08/02/2022,Robo,Baja,4745667
3087,03/04/2024,Caída,Crítica,17388
3088,10/10/2021,Accidente,Alta,18189
3089,28/12/2021,Daño estructural,Alta,7127772
3090,11/06/2023,Vandalismo,Baja,17502
3091,04/09/2023,Caída,Crítica,18623
3092,09/12/2022,Robo,Alta,17982
3093,13/05/2024,Caída,Crítica,18124
3094,24/06/2022,Daño estructural,Media,17662
3095,20/03/2022,Caída,Crítica,17623
3096,22/03/2020,Robo,Media,16722
3097,07/10/2022,Caída,Media,18307
3098,10/03/2022,Accidente,Crítica,18264
3099,14/10/2021,Robo,Alta,18263
3100,24/04/2020,Vandalismo,Media,16924
3101,15/01/2024,Vandalismo,Baja,17362
3102,12/04/2024,Accidente,Crítica,17147
3103,08/09/2020,Vandalismo,Crítica,17734
3104,26/05/2024,Vandalismo,Crítica,7886698
3105,16/03/2022,Daño estructural,Media,9295425
3106,27/02/2023,Daño estructural,Alta,17835
3107,20/12/2019,Robo,Alta,52124
3108,10/05/2024,Caída,Baja,5653903
3109,10/12/2019,Vandalismo,Alta,17470
3110,11/09/2020,Caída,Baja,17285
3111,29/05/2020,Accidente,Media,3531286
3112,16/04/2020,Caída,Crítica,5246183
3113,14/12/2019,Robo,Crítica,17751
3114,17/11/2021,Daño estructural,Crítica,17128
3115,31/05/2021,Robo,Media,16768
3116,18/08/2021,Daño estructural,Baja,7853205
3117,13/04/2020,Robo,Alta,17916
3118,26/11/2022,Robo,Alta,16835
3119,13/06/2023,Robo,Media,5237135
3120,19/10/2021,Robo,Alta,17249
3121,24/05/2021,Caída,Baja,8914013
3122,13/10/2023,Vandalismo,Media,18263
3123,04/12/2019,Daño estructural,Media,18519
3124,26/10/2023,Vandalismo,Crítica,18555
3125,06/06/2021,Caída,Alta,17772
3126,17/02/2021,Vandalismo,Alta,5802272
3127,13/03/2022,Accidente,Media,7928425
3128,29/04/2021,Robo,Media,5213820
3129,13/06/2021,Vandalismo,Media,17580
3130,12/01/2021,Daño estructural,Alta,17859
3131,22/10/2023,Caída,Media,52058
3132,19/11/2022,Daño estructural,Alta,18319
3133,24/10/2022,Accidente,Baja,17353
3134,25/07/2021,Accidente,Baja,17793
3135,04/06/2022,Vandalismo,Media,16977
3136,30/06/2022,Caída,Media,52046
3137,27/05/2023,Robo,Baja,52107
3138,09/12/2021,Accidente,Crítica,16834
3139,26/07/2022,Robo,Crítica,18193
3140,10/07/2024,Caída,Crítica,17217
3141,16/09/2023,Accidente,Crítica,17314
3142,09/05/2023,Robo,Crítica,17256
3143,30/12/2019,Accidente,Crítica,17857
3144,02/09/2022,Daño estructural,Media,17979
3145,25/02/2023,Robo,Baja,18289
3146,28/03/2021,Vandalismo,Alta,4730800
3147,23/09/2021,Robo,Alta,17389
3148,28/02/2024,Robo,Media,18101
3149,29/10/2021,Caída,Media,17962
3150,25/03/2022,Caída,Alta,52170
3151,27/05/2024,Robo,Baja,52121
3152,30/07/2023,Robo,Alta,52135
3153,29/08/2023,Accidente,Alta,18397
3154,27/10/2023,Robo,Baja,17622
3155,23/04/2020,Daño estructural,Alta,52155
3156,14/02/2023,Accidente,Media,4988166
3157,08/06/2024,Accidente,Media,17061
3158,28/08/2024,Robo,Media,16941
3159,07/05/2023,Daño estructural,Alta,18050
3160,24/03/2020,Caída,Crítica,17984
3161,20/09/2021,Vandalismo,Crítica,17835
3162,05/07/2024,Vandalismo,Crítica,18340
3163,16/05/2021,Vandalismo,Media,4997106
3164,10/11/2019,Robo,Media,7841427
3165,29/08/2021,Vandalismo,Crítica,17620
3166,05/04/2023,Caída,Baja,17155
3167,01/04/2023,Daño estructural,Baja,18396
3168,21/07/2020,Accidente,Media,7021646
3169,18/05/2023,Vandalismo,Media,52174
3170,18/01/2023,Daño estructural,Baja,5653971
3171,04/07/2021,Robo,Crítica,17149
3172,11/06/2021,Caída,Alta,18620
3173,07/02/2024,Accidente,Crítica,17122
3174,09/04/2024,Daño estructural,Alta,17505
3175,05/07/2024,Accidente,Crítica,7107699
3176,04/10/2022,Accidente,Crítica,17624
3177,02/09/2020,Accidente,Alta,18277
3178,18/01/2023,Accidente,Alta,5178801
3179,22/10/2019,Daño estructural,Baja,52127
3180,05/10/2022,Vandalismo,Media,7802438
3181,21/10/2019,Caída,Crítica,7602200
3182,28/09/2021,Accidente,Baja,18536
3183,18/12/2021,Vandalismo,Crítica,17831
3184,10/11/2022,Robo,Alta,18249
3185,10/02/2023,Daño estructural,Alta,18504
