ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Tipo,Comentarios
MNT-08593,13/08/2024,Emergencia,Bueno,Bueno,7404220,preventivo,Comentario sobre el mantenimiento 8593
MNT-08594,04/11/2023,Emergencia,Regular,Malo,58757,queja_usuario,Comentario sobre el mantenimiento 8594
MNT-08595,23/12/2023,Emergencia,Malo,Regular,59712,preventivo,Comentario sobre el mantenimiento 8595
MNT-08596,03/07/2024,Preventivo,Regular,Regular,60031,queja_usuario,Comentario sobre el mantenimiento 8596
MNT-08597,02/08/2024,Correctivo,Malo,Bueno,9285421,preventivo,Comentario sobre el mantenimiento 8597
MNT-08598,12/12/2023,Correctivo,Bueno,Regular,34091,queja_usuario,Comentario sobre el mantenimiento 8598
MNT-08599,15/02/2024,Emergencia,Regular,Regular,59614,preventivo,Comentario sobre el mantenimiento 8599
MNT-08600,18/03/2024,Preventivo,Regular,Regular,22548,queja_usuario,Comentario sobre el mantenimiento 8600
MNT-08601,23/07/2024,Emergencia,Bueno,Malo,5658287,preventivo,Comentario sobre el mantenimiento 8601
MNT-08602,27/07/2024,Preventivo,Bueno,Bueno,24911,MNT-08602_Tipo_Desconocido,Comentario sobre el mantenimiento 8602
MNT-08603,06/03/2024,Correctivo,Bueno,Bueno,9272930,queja_usuario,Comentario sobre el mantenimiento 8603
MNT-08604,11/08/2024,Emergencia,Bueno,Malo,3576572,queja_usuario,Comentario sobre el mantenimiento 8604
MNT-08605,13/09/2024,Emergencia,Regular,Regular,33059,queja_usuario,Comentario sobre el mantenimiento 8605
MNT-08606,26/07/2024,Emergencia,Bueno,Regular,8942014,queja_usuario,Comentario sobre el mantenimiento 8606
MNT-08607,05/10/2024,Correctivo,Malo,Regular,33525,preventivo,Comentario sobre el mantenimiento 8607
MNT-08608,24/01/2024,Correctivo,Malo,Malo,18830,preventivo,Comentario sobre el mantenimiento 8608
MNT-08609,09/04/2024,Correctivo,Bueno,Malo,4987666,preventivo,Comentario sobre el mantenimiento 8609
MNT-08610,18/06/2024,Emergencia,Malo,Bueno,22486,preventivo,Comentario sobre el mantenimiento 8610
MNT-08611,12/09/2024,Preventivo,Regular,Bueno,21030,preventivo,Comentario sobre el mantenimiento 8611
MNT-08612,13/01/2024,Emergencia,Bueno,Bueno,34097,queja_usuario,Comentario sobre el mantenimiento 8612
MNT-08613,17/08/2024,Correctivo,Bueno,Bueno,4745671,preventivo,Comentario sobre el mantenimiento 8613
MNT-08614,06/06/2024,Correctivo,Regular,Regular,3566823,preventivo,Comentario sobre el mantenimiento 8614
MNT-08615,22/08/2024,Emergencia,Malo,Regular,8891626,preventivo,Comentario sobre el mantenimiento 8615
MNT-08616,15/12/2023,Correctivo,Malo,Bueno,19227,queja_usuario,Comentario sobre el mantenimiento 8616
MNT-08617,13/01/2024,Emergencia,Regular,Malo,8907108,preventivo,Comentario sobre el mantenimiento 8617
MNT-08618,23/10/2023,Correctivo,Regular,Bueno,9223732,queja_usuario,Comentario sobre el mantenimiento 8618
MNT-08619,02/02/2024,Preventivo,Bueno,Regular,20598,preventivo,Comentario sobre el mantenimiento 8619
MNT-08620,05/06/2024,Emergencia,Regular,Regular,7840946,preventivo,Comentario sobre el mantenimiento 8620
MNT-08621,29/07/2024,Correctivo,Regular,Bueno,21578,queja_usuario,Comentario sobre el mantenimiento 8621
MNT-08622,25/09/2024,Preventivo,Malo,Bueno,21925,preventivo,Comentario sobre el mantenimiento 8622
MNT-08623,05/04/2024,Correctivo,Regular,Bueno,33326,queja_usuario,Comentario sobre el mantenimiento 8623
MNT-08624,12/04/2024,Emergencia,Malo,Malo,59529,queja_usuario,Comentario sobre el mantenimiento 8624
MNT-08625,01/08/2024,Preventivo,Regular,Malo,25090,queja_usuario,Comentario sobre el mantenimiento 8625
MNT-08626,30/09/2024,Emergencia,Regular,Malo,7135416,preventivo,Comentario sobre el mantenimiento 8626
MNT-08627,21/05/2024,Preventivo,Malo,Regular,59622,queja_usuario,Comentario sobre el mantenimiento 8627
MNT-08628,20/04/2024,Correctivo,Regular,Bueno,9052939,preventivo,Comentario sobre el mantenimiento 8628
MNT-08629,09/08/2024,Correctivo,Bueno,Regular,9049442,queja_usuario,Comentario sobre el mantenimiento 8629
MNT-08630,17/03/2024,Emergencia,Regular,Bueno,7895401,queja_usuario,Comentario sobre el mantenimiento 8630
MNT-08631,02/03/2024,Correctivo,Malo,Bueno,21075,preventivo,Comentario sobre el mantenimiento 8631
MNT-08632,16/01/2024,Correctivo,Regular,Bueno,22288,preventivo,Comentario sobre el mantenimiento 8632
MNT-08633,08/12/2023,Emergencia,Regular,Malo,9278069,queja_usuario,Comentario sobre el mantenimiento 8633
MNT-08634,27/03/2024,Emergencia,Bueno,Malo,21863,preventivo,Comentario sobre el mantenimiento 8634
MNT-08635,15/03/2024,Preventivo,Regular,Malo,35137,queja_usuario,Comentario sobre el mantenimiento 8635
MNT-08636,03/06/2024,Correctivo,Malo,Regular,59442,preventivo,Comentario sobre el mantenimiento 8636
MNT-08637,03/07/2024,Correctivo,Bueno,Bueno,19915,queja_usuario,Comentario sobre el mantenimiento 8637
MNT-08638,16/07/2024,Correctivo,Bueno,Regular,4989393,preventivo,Comentario sobre el mantenimiento 8638
MNT-08639,22/08/2024,Preventivo,Malo,Malo,9470463,preventivo,Comentario sobre el mantenimiento 8639
MNT-08640,25/06/2024,Correctivo,Bueno,Malo,5249928,preventivo,Comentario sobre el mantenimiento 8640
MNT-08641,24/03/2024,Emergencia,Malo,Bueno,21792,preventivo,Comentario sobre el mantenimiento 8641
MNT-08642,31/03/2024,Emergencia,Malo,Bueno,7591615,preventivo,Comentario sobre el mantenimiento 8642
MNT-08643,16/11/2023,Correctivo,Bueno,Malo,3745011,preventivo,Comentario sobre el mantenimiento 8643
MNT-08644,18/10/2023,Preventivo,Regular,Malo,3580281,queja_usuario,Comentario sobre el mantenimiento 8644
MNT-08645,05/04/2024,Emergencia,Malo,Regular,5224731,preventivo,Comentario sobre el mantenimiento 8645
MNT-08646,10/08/2024,Preventivo,Bueno,Malo,22308,queja_usuario,Comentario sobre el mantenimiento 8646
MNT-08647,20/12/2023,Correctivo,Bueno,Regular,33457,preventivo,Comentario sobre el mantenimiento 8647
MNT-08648,07/01/2024,Preventivo,Bueno,Regular,5658477,queja_usuario,Comentario sobre el mantenimiento 8648
MNT-08649,08/06/2024,Preventivo,Malo,Malo,52782,preventivo,Comentario sobre el mantenimiento 8649
MNT-08650,17/03/2024,Emergencia,Bueno,Regular,32814,queja_usuario,Comentario sobre el mantenimiento 8650
MNT-08651,09/04/2024,Correctivo,Regular,Bueno,5195840,preventivo,Comentario sobre el mantenimiento 8651
MNT-08652,03/12/2024,Preventivo,Bueno,Malo,60084,queja_usuario,Comentario sobre el mantenimiento 8652
MNT-08653,11/05/2024,Emergencia,Malo,Bueno,7143533,preventivo,Comentario sobre el mantenimiento 8653
MNT-08654,17/05/2024,Emergencia,Regular,Regular,20980,queja_usuario,Comentario sobre el mantenimiento 8654
MNT-08655,11/11/2023,Preventivo,Regular,Regular,9274927,preventivo,Comentario sobre el mantenimiento 8655
MNT-08656,30/10/2023,Preventivo,Regular,Malo,8971311,preventivo,Comentario sobre el mantenimiento 8656
MNT-08657,30/11/2023,Emergencia,Malo,Bueno,25830,queja_usuario,Comentario sobre el mantenimiento 8657
MNT-08658,11/10/2024,Preventivo,Malo,Bueno,5492685,queja_usuario,Comentario sobre el mantenimiento 8658
MNT-08659,12/11/2023,Emergencia,Bueno,Bueno,21128,preventivo,Comentario sobre el mantenimiento 8659
MNT-08660,23/01/2024,Emergencia,Regular,Regular,32603,queja_usuario,Comentario sobre el mantenimiento 8660
MNT-08661,02/07/2024,Emergencia,Malo,Regular,7802481,queja_usuario,Comentario sobre el mantenimiento 8661
MNT-08662,30/09/2024,Emergencia,Malo,Malo,6842815,queja_usuario,Comentario sobre el mantenimiento 8662
MNT-08663,12/07/2024,Preventivo,Malo,Regular,25721,queja_usuario,Comentario sobre el mantenimiento 8663
MNT-08664,14/11/2023,Emergencia,Bueno,Bueno,25875,preventivo,Comentario sobre el mantenimiento 8664
MNT-08665,16/01/2024,Correctivo,Bueno,Bueno,5238969,preventivo,Comentario sobre el mantenimiento 8665
MNT-08666,03/09/2024,Preventivo,Regular,Malo,59572,preventivo,Comentario sobre el mantenimiento 8666
MNT-08667,19/10/2023,Preventivo,Malo,Malo,59128,queja_usuario,Comentario sobre el mantenimiento 8667
MNT-08668,09/07/2024,Correctivo,Bueno,Bueno,9285293,queja_usuario,Comentario sobre el mantenimiento 8668
MNT-08669,29/05/2024,Emergencia,Malo,Regular,7872690,queja_usuario,Comentario sobre el mantenimiento 8669
MNT-08670,07/05/2024,Correctivo,Malo,Regular,20861,queja_usuario,Comentario sobre el mantenimiento 8670
MNT-08671,07/05/2024,Emergencia,Malo,Bueno,5241124,preventivo,Comentario sobre el mantenimiento 8671
MNT-08672,07/01/2024,Correctivo,Malo,Bueno,59120,queja_usuario,Comentario sobre el mantenimiento 8672
MNT-08673,04/06/2024,Correctivo,Bueno,Bueno,7614124,preventivo,Comentario sobre el mantenimiento 8673
MNT-08674,08/02/2024,Emergencia,Bueno,Malo,32750,queja_usuario,Comentario sobre el mantenimiento 8674
MNT-08675,18/12/2023,Emergencia,Regular,Malo,21107,queja_usuario,Comentario sobre el mantenimiento 8675
MNT-08676,25/02/2024,Correctivo,Regular,Regular,25740,queja_usuario,Comentario sobre el mantenimiento 8676
MNT-08677,28/08/2024,Preventivo,Malo,Malo,5659296,preventivo,Comentario sobre el mantenimiento 8677
MNT-08678,30/08/2024,Preventivo,Malo,Bueno,52820,preventivo,Comentario sobre el mantenimiento 8678
MNT-08679,02/07/2024,Correctivo,Regular,Bueno,24821,queja_usuario,Comentario sobre el mantenimiento 8679
MNT-08680,20/03/2024,Emergencia,Regular,Bueno,3843512,preventivo,Comentario sobre el mantenimiento 8680
MNT-08681,04/01/2024,Emergencia,Bueno,Malo,9391929,queja_usuario,Comentario sobre el mantenimiento 8681
MNT-08682,15/09/2024,Correctivo,Regular,Malo,1118679,queja_usuario,Comentario sobre el mantenimiento 8682
MNT-08683,05/06/2024,Correctivo,Regular,Malo,33599,queja_usuario,Comentario sobre el mantenimiento 8683
MNT-08684,14/08/2024,Preventivo,Malo,Bueno,58083,preventivo,Comentario sobre el mantenimiento 8684
MNT-08685,04/01/2024,Emergencia,Malo,Regular,4731661,queja_usuario,Comentario sobre el mantenimiento 8685
MNT-08686,07/10/2024,Correctivo,Bueno,Regular,60085,preventivo,Comentario sobre el mantenimiento 8686
MNT-08687,22/11/2023,Emergencia,Malo,Regular,24751,queja_usuario,Comentario sobre el mantenimiento 8687
MNT-08688,09/06/2024,Emergencia,Malo,Regular,24985,preventivo,Comentario sobre el mantenimiento 8688
MNT-08689,10/07/2024,Correctivo,Malo,Malo,24882,queja_usuario,Comentario sobre el mantenimiento 8689
MNT-08690,22/11/2023,Preventivo,Regular,Regular,52809,queja_usuario,Comentario sobre el mantenimiento 8690
MNT-08691,13/04/2024,Emergencia,Malo,Bueno,4731185,preventivo,Comentario sobre el mantenimiento 8691
MNT-08692,27/03/2024,Emergencia,Regular,Bueno,25708,queja_usuario,Comentario sobre el mantenimiento 8692
MNT-08693,02/01/2024,Correctivo,Regular,Regular,9176686,preventivo,Comentario sobre el mantenimiento 8693
MNT-08694,22/04/2024,Emergencia,Bueno,Regular,4794411,preventivo,Comentario sobre el mantenimiento 8694
MNT-08695,28/11/2023,Emergencia,Bueno,Bueno,25675,queja_usuario,Comentario sobre el mantenimiento 8695
MNT-08696,09/11/2023,Emergencia,Bueno,Bueno,21496,queja_usuario,Comentario sobre el mantenimiento 8696
MNT-08697,18/10/2023,Emergencia,Malo,Regular,9446272,queja_usuario,Comentario sobre el mantenimiento 8697
MNT-08698,05/06/2024,Preventivo,Bueno,Malo,58805,queja_usuario,Comentario sobre el mantenimiento 8698
MNT-08699,28/02/2024,Preventivo,Bueno,Malo,9177700,queja_usuario,Comentario sobre el mantenimiento 8699
MNT-08700,16/06/2024,Preventivo,Malo,Malo,21238,queja_usuario,Comentario sobre el mantenimiento 8700
MNT-08701,11/07/2024,Correctivo,Malo,Regular,7896667,queja_usuario,Comentario sobre el mantenimiento 8701
MNT-08702,08/09/2024,Correctivo,Malo,Bueno,7537972,preventivo,Comentario sobre el mantenimiento 8702
MNT-08703,06/06/2024,Emergencia,Bueno,Bueno,3971934,queja_usuario,Comentario sobre el mantenimiento 8703
MNT-08704,17/07/2024,Emergencia,Bueno,Malo,20228,queja_usuario,Comentario sobre el mantenimiento 8704
MNT-08705,21/06/2024,Correctivo,Malo,Regular,5239333,preventivo,Comentario sobre el mantenimiento 8705
MNT-08706,22/08/2024,Correctivo,Regular,Bueno,9296674,queja_usuario,Comentario sobre el mantenimiento 8706
MNT-08707,07/05/2024,Emergencia,Regular,Malo,35189,preventivo,Comentario sobre el mantenimiento 8707
MNT-08708,25/02/2024,Preventivo,Malo,Bueno,32985,preventivo,Comentario sobre el mantenimiento 8708
MNT-08709,26/03/2024,Correctivo,Regular,Malo,7928127,preventivo,Comentario sobre el mantenimiento 8709
MNT-08710,27/12/2023,Correctivo,Bueno,Malo,7896571,queja_usuario,Comentario sobre el mantenimiento 8710
MNT-08711,10/01/2024,Emergencia,Bueno,Bueno,8987408,queja_usuario,Comentario sobre el mantenimiento 8711
MNT-08712,30/01/2024,Preventivo,Regular,Regular,7126157,preventivo,Comentario sobre el mantenimiento 8712
MNT-08713,03/06/2024,Correctivo,Regular,Bueno,33961,queja_usuario,Comentario sobre el mantenimiento 8713
MNT-08714,26/11/2023,Correctivo,Regular,Regular,4793909,preventivo,Comentario sobre el mantenimiento 8714
MNT-08715,21/06/2024,Emergencia,Bueno,Regular,4795161,preventivo,Comentario sobre el mantenimiento 8715
MNT-08716,28/08/2024,Emergencia,Regular,Regular,9049019,preventivo,Comentario sobre el mantenimiento 8716
MNT-08717,30/04/2024,Preventivo,Malo,Regular,7840428,preventivo,Comentario sobre el mantenimiento 8717
MNT-08718,22/11/2023,Preventivo,Bueno,Regular,35095,preventivo,Comentario sobre el mantenimiento 8718
MNT-08719,29/04/2024,Emergencia,Regular,Regular,35037,preventivo,Comentario sobre el mantenimiento 8719
MNT-08720,25/08/2024,Correctivo,Bueno,Regular,24866,queja_usuario,Comentario sobre el mantenimiento 8720
MNT-08721,06/09/2024,Preventivo,Malo,Malo,3566851,queja_usuario,Comentario sobre el mantenimiento 8721
MNT-08722,10/12/2023,Preventivo,Malo,Malo,21382,preventivo,Comentario sobre el mantenimiento 8722
MNT-08723,19/06/2024,Preventivo,Malo,Regular,22093,queja_usuario,Comentario sobre el mantenimiento 8723
MNT-08724,02/12/2024,Preventivo,Regular,Regular,5239161,queja_usuario,Comentario sobre el mantenimiento 8724
MNT-08725,29/11/2023,Emergencia,Regular,Malo,7591510,preventivo,Comentario sobre el mantenimiento 8725
MNT-08726,02/03/2024,Correctivo,Regular,Bueno,7840612,preventivo,Comentario sobre el mantenimiento 8726
MNT-08727,20/06/2024,Preventivo,Regular,Regular,59459,queja_usuario,Comentario sobre el mantenimiento 8727
MNT-08728,10/02/2024,Correctivo,Malo,Bueno,53198,queja_usuario,Comentario sobre el mantenimiento 8728
MNT-08729,19/11/2023,Preventivo,Bueno,Bueno,7896580,preventivo,Comentario sobre el mantenimiento 8729
MNT-08730,08/11/2023,Preventivo,Bueno,Bueno,34075,queja_usuario,Comentario sobre el mantenimiento 8730
MNT-08731,27/05/2024,Emergencia,Regular,Malo,8804609,queja_usuario,Comentario sobre el mantenimiento 8731
MNT-08732,26/08/2024,Emergencia,Regular,Malo,7934560,queja_usuario,Comentario sobre el mantenimiento 8732
MNT-08733,02/08/2024,Preventivo,Bueno,Bueno,7928064,preventivo,Comentario sobre el mantenimiento 8733
MNT-08734,17/12/2023,Emergencia,Bueno,Malo,58673,queja_usuario,Comentario sobre el mantenimiento 8734
MNT-08735,07/01/2024,Preventivo,Regular,Regular,21098,preventivo,Comentario sobre el mantenimiento 8735
MNT-08736,29/09/2024,Correctivo,Malo,Regular,9177714,queja_usuario,Comentario sobre el mantenimiento 8736
MNT-08737,24/06/2024,Preventivo,Bueno,Malo,5158895,preventivo,Comentario sobre el mantenimiento 8737
MNT-08738,10/03/2024,Emergencia,Regular,Bueno,59651,preventivo,Comentario sobre el mantenimiento 8738
MNT-08739,10/11/2023,Emergencia,Regular,Regular,59672,preventivo,Comentario sobre el mantenimiento 8739
MNT-08740,02/05/2024,Emergencia,Malo,Malo,34843,queja_usuario,Comentario sobre el mantenimiento 8740
MNT-08741,23/03/2024,Correctivo,Malo,Bueno,18933,queja_usuario,Comentario sobre el mantenimiento 8741
MNT-08742,22/09/2024,Correctivo,Bueno,Bueno,9129837,queja_usuario,Comentario sobre el mantenimiento 8742
MNT-08743,29/08/2024,Correctivo,Regular,Regular,7896655,preventivo,Comentario sobre el mantenimiento 8743
MNT-08744,21/05/2024,Preventivo,Malo,Malo,20642,preventivo,Comentario sobre el mantenimiento 8744
MNT-08745,09/03/2024,Emergencia,Bueno,Bueno,34866,queja_usuario,Comentario sobre el mantenimiento 8745
MNT-08746,26/02/2024,Emergencia,Bueno,Regular,7240132,preventivo,Comentario sobre el mantenimiento 8746
MNT-08747,28/06/2024,Correctivo,Malo,Regular,24734,preventivo,Comentario sobre el mantenimiento 8747
MNT-08748,28/10/2023,Emergencia,Malo,Regular,20544,preventivo,Comentario sobre el mantenimiento 8748
MNT-08749,05/10/2024,Emergencia,Bueno,Malo,21429,preventivo,Comentario sobre el mantenimiento 8749
MNT-08750,23/09/2024,Preventivo,Malo,Malo,60026,queja_usuario,Comentario sobre el mantenimiento 8750
MNT-08751,17/04/2024,Emergencia,Malo,Malo,5025128,queja_usuario,Comentario sobre el mantenimiento 8751
MNT-08752,16/02/2024,Emergencia,Malo,Bueno,7168579,preventivo,Comentario sobre el mantenimiento 8752
MNT-08753,23/11/2023,Emergencia,Regular,Malo,7243276,preventivo,Comentario sobre el mantenimiento 8753
MNT-08754,19/05/2024,Emergencia,Malo,Bueno,7886331,preventivo,Comentario sobre el mantenimiento 8754
MNT-08755,22/10/2023,Preventivo,Bueno,Malo,20193,preventivo,Comentario sobre el mantenimiento 8755
MNT-08756,02/12/2023,Emergencia,Bueno,Bueno,8938133,queja_usuario,Comentario sobre el mantenimiento 8756
MNT-08757,26/02/2024,Emergencia,Malo,Bueno,9181887,preventivo,Comentario sobre el mantenimiento 8757
MNT-08758,26/02/2024,Correctivo,Regular,Malo,7802482,queja_usuario,Comentario sobre el mantenimiento 8758
MNT-08759,01/05/2024,Correctivo,Bueno,Bueno,25568,queja_usuario,Comentario sobre el mantenimiento 8759
MNT-08760,29/12/2023,Correctivo,Regular,Regular,25703,preventivo,Comentario sobre el mantenimiento 8760
MNT-08761,01/11/2023,Correctivo,Malo,Regular,5226326,preventivo,Comentario sobre el mantenimiento 8761
MNT-08762,27/02/2024,Correctivo,Bueno,Regular,22126,preventivo,Comentario sobre el mantenimiento 8762
MNT-08763,22/07/2024,Preventivo,Malo,Bueno,3576504,preventivo,Comentario sobre el mantenimiento 8763
MNT-08764,10/03/2024,Correctivo,Regular,Regular,59956,preventivo,Comentario sobre el mantenimiento 8764
MNT-08765,25/02/2024,Emergencia,Regular,Malo,9139796,queja_usuario,Comentario sobre el mantenimiento 8765
MNT-08766,15/07/2024,Emergencia,Regular,Malo,21244,queja_usuario,Comentario sobre el mantenimiento 8766
MNT-08767,21/05/2024,Correctivo,Bueno,Bueno,9050924,preventivo,Comentario sobre el mantenimiento 8767
MNT-08768,11/01/2023,Preventivo,Malo,Regular,59905,queja_usuario,Comentario sobre el mantenimiento 8768
MNT-08769,16/09/2024,Preventivo,Malo,Regular,19494,queja_usuario,Comentario sobre el mantenimiento 8769
MNT-08770,30/09/2024,Emergencia,Malo,Malo,22344,queja_usuario,Comentario sobre el mantenimiento 8770
MNT-08771,13/02/2024,Preventivo,Regular,Bueno,34211,preventivo,Comentario sobre el mantenimiento 8771
MNT-08772,29/11/2023,Correctivo,Malo,Malo,33263,preventivo,Comentario sobre el mantenimiento 8772
MNT-08773,18/08/2024,Preventivo,Malo,Malo,9233580,queja_usuario,Comentario sobre el mantenimiento 8773
MNT-08774,16/01/2024,Correctivo,Bueno,Regular,21621,preventivo,Comentario sobre el mantenimiento 8774
MNT-08775,11/06/2024,Correctivo,Bueno,Bueno,8987305,queja_usuario,Comentario sobre el mantenimiento 8775
MNT-08776,12/01/2023,Correctivo,Malo,Regular,5250200,preventivo,Comentario sobre el mantenimiento 8776
MNT-08777,19/01/2024,Correctivo,Bueno,Bueno,34944,preventivo,Comentario sobre el mantenimiento 8777
MNT-08778,22/09/2024,Correctivo,Malo,Bueno,9048980,queja_usuario,Comentario sobre el mantenimiento 8778
MNT-08779,08/03/2024,Preventivo,Bueno,Bueno,9187158,preventivo,Comentario sobre el mantenimiento 8779
MNT-08780,21/03/2024,Emergencia,Bueno,Malo,5658257,queja_usuario,Comentario sobre el mantenimiento 8780
MNT-08781,10/08/2024,Preventivo,Malo,Bueno,9288523,preventivo,Comentario sobre el mantenimiento 8781
MNT-08782,26/04/2024,Preventivo,Malo,Malo,20156,queja_usuario,Comentario sobre el mantenimiento 8782
MNT-08783,19/09/2024,Emergencia,Bueno,Regular,8927849,preventivo,Comentario sobre el mantenimiento 8783
MNT-08784,21/01/2024,Correctivo,Malo,Malo,7889430,queja_usuario,Comentario sobre el mantenimiento 8784
MNT-08785,01/03/2024,Correctivo,Malo,Bueno,4795184,queja_usuario,Comentario sobre el mantenimiento 8785
MNT-08786,30/09/2024,Preventivo,Malo,Malo,3530369,queja_usuario,Comentario sobre el mantenimiento 8786
MNT-08787,03/07/2024,Correctivo,Malo,Bueno,9312960,queja_usuario,Comentario sobre el mantenimiento 8787
MNT-08788,02/04/2024,Correctivo,Regular,Bueno,9492873,preventivo,Comentario sobre el mantenimiento 8788
MNT-08789,03/06/2024,Emergencia,Regular,Regular,9294045,queja_usuario,Comentario sobre el mantenimiento 8789
MNT-08790,18/03/2024,Preventivo,Bueno,Regular,3960676,queja_usuario,Comentario sobre el mantenimiento 8790
MNT-08791,29/09/2024,Preventivo,Malo,Malo,19795,queja_usuario,Comentario sobre el mantenimiento 8791
MNT-08792,29/07/2024,Preventivo,Bueno,Regular,9264336,preventivo,Comentario sobre el mantenimiento 8792
MNT-08793,27/03/2024,Emergencia,Bueno,Malo,33648,queja_usuario,Comentario sobre el mantenimiento 8793
MNT-08794,09/05/2024,Correctivo,Bueno,Malo,33899,preventivo,Comentario sobre el mantenimiento 8794
MNT-08795,08/05/2024,Correctivo,Bueno,Bueno,7928377,queja_usuario,Comentario sobre el mantenimiento 8795
MNT-08796,14/07/2024,Emergencia,Regular,Bueno,24960,preventivo,Comentario sobre el mantenimiento 8796
MNT-08797,27/03/2024,Emergencia,Bueno,Regular,6842731,preventivo,Comentario sobre el mantenimiento 8797
MNT-08798,06/04/2024,Correctivo,Malo,Malo,7603149,queja_usuario,Comentario sobre el mantenimiento 8798
MNT-08799,25/04/2024,Preventivo,Malo,Bueno,7537981,preventivo,Comentario sobre el mantenimiento 8799
MNT-08800,30/01/2024,Preventivo,Bueno,Regular,7840615,preventivo,Comentario sobre el mantenimiento 8800
MNT-08801,11/12/2023,Preventivo,Regular,Bueno,9150336,preventivo,Comentario sobre el mantenimiento 8801
MNT-08802,31/10/2023,Emergencia,Regular,Bueno,9294740,queja_usuario,Comentario sobre el mantenimiento 8802
MNT-08803,06/01/2024,Preventivo,Bueno,Regular,9277669,queja_usuario,Comentario sobre el mantenimiento 8803
MNT-08804,25/05/2024,Emergencia,Regular,Bueno,19541,queja_usuario,Comentario sobre el mantenimiento 8804
MNT-08805,08/05/2024,Correctivo,Malo,Malo,19970,queja_usuario,Comentario sobre el mantenimiento 8805
MNT-08806,16/12/2023,Correctivo,Malo,Bueno,7614039,queja_usuario,Comentario sobre el mantenimiento 8806
MNT-08807,29/09/2024,Preventivo,Malo,Bueno,19264,preventivo,Comentario sobre el mantenimiento 8807
MNT-08808,07/07/2024,Emergencia,Regular,Regular,4731187,preventivo,Comentario sobre el mantenimiento 8808
MNT-08809,18/08/2024,Correctivo,Regular,Regular,58849,queja_usuario,Comentario sobre el mantenimiento 8809
MNT-08810,12/09/2023,Correctivo,Bueno,Regular,9395754,queja_usuario,Comentario sobre el mantenimiento 8810
MNT-08811,23/04/2024,Emergencia,Regular,Regular,22448,preventivo,Comentario sobre el mantenimiento 8811
MNT-08812,08/03/2024,Correctivo,Regular,Malo,21615,queja_usuario,Comentario sobre el mantenimiento 8812
MNT-08813,24/08/2024,Emergencia,Malo,Regular,21262,preventivo,Comentario sobre el mantenimiento 8813
MNT-08814,31/01/2024,Preventivo,Regular,Malo,7927323,queja_usuario,Comentario sobre el mantenimiento 8814
MNT-08815,11/05/2024,Emergencia,Bueno,Bueno,19939,queja_usuario,Comentario sobre el mantenimiento 8815
MNT-08816,03/07/2024,Emergencia,Regular,Regular,24983,preventivo,Comentario sobre el mantenimiento 8816
MNT-08817,05/04/2024,Preventivo,Malo,Bueno,9291002,queja_usuario,Comentario sobre el mantenimiento 8817
MNT-08818,06/10/2024,Emergencia,Bueno,Malo,20636,queja_usuario,Comentario sobre el mantenimiento 8818
MNT-08819,08/11/2024,Emergencia,Malo,Malo,7928079,preventivo,Comentario sobre el mantenimiento 8819
MNT-08820,04/06/2024,Correctivo,Regular,Regular,21521,preventivo,Comentario sobre el mantenimiento 8820
MNT-08821,27/03/2024,Preventivo,Bueno,Regular,4987689,queja_usuario,Comentario sobre el mantenimiento 8821
MNT-08822,30/07/2024,Preventivo,Malo,Regular,22192,preventivo,Comentario sobre el mantenimiento 8822
MNT-08823,01/06/2024,Correctivo,Regular,Regular,58485,queja_usuario,Comentario sobre el mantenimiento 8823
MNT-08824,27/03/2024,Correctivo,Regular,Regular,9185992,queja_usuario,Comentario sobre el mantenimiento 8824
MNT-08825,11/12/2023,Correctivo,Regular,Malo,3566876,queja_usuario,Comentario sobre el mantenimiento 8825
MNT-08826,08/10/2024,Correctivo,Malo,Bueno,8907189,queja_usuario,Comentario sobre el mantenimiento 8826
MNT-08827,16/03/2024,Preventivo,Regular,Regular,33261,preventivo,Comentario sobre el mantenimiento 8827
MNT-08828,03/12/2024,Correctivo,Bueno,Regular,21436,preventivo,Comentario sobre el mantenimiento 8828
MNT-08829,30/06/2024,Emergencia,Bueno,Bueno,59418,queja_usuario,Comentario sobre el mantenimiento 8829
MNT-08830,03/05/2024,Preventivo,Malo,Regular,52794,queja_usuario,Comentario sobre el mantenimiento 8830
MNT-08831,27/05/2024,Correctivo,Malo,Regular,35136,queja_usuario,Comentario sobre el mantenimiento 8831
MNT-08832,06/06/2024,Preventivo,Bueno,Malo,3568327,queja_usuario,Comentario sobre el mantenimiento 8832
MNT-08833,08/02/2024,Preventivo,Malo,Malo,3566854,preventivo,Comentario sobre el mantenimiento 8833
MNT-08834,19/12/2023,Preventivo,Regular,Malo,34127,queja_usuario,Comentario sobre el mantenimiento 8834
MNT-08835,17/02/2024,Correctivo,Malo,Malo,3580720,preventivo,Comentario sobre el mantenimiento 8835
MNT-08836,05/10/2024,Correctivo,Regular,Malo,20379,preventivo,Comentario sobre el mantenimiento 8836
MNT-08837,08/09/2024,Emergencia,Regular,Regular,33202,queja_usuario,Comentario sobre el mantenimiento 8837
MNT-08838,06/06/2024,Correctivo,Regular,Regular,4986467,queja_usuario,Comentario sobre el mantenimiento 8838
MNT-08839,04/10/2024,Emergencia,Regular,Malo,58339,queja_usuario,Comentario sobre el mantenimiento 8839
