ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
3359,2,3,Aceptable,3962084,14/09/2023
3360,4,5,Excelente,18329,19/09/2021
3361,5,5,Excelente,18274,05/07/2022
3362,2,2,Aceptable,17555,13/08/2021
3363,2,1,Regular,16872,21/07/2021
3364,5,5,Excelente,18186,11/07/2021
3365,2,3,Aceptable,17738,20/07/2021
3366,2,2,Aceptable,8799552,16/06/2021
3367,2,1,Regular,52231,09/01/2023
3368,2,2,Aceptable,18281,22/12/2021
3369,5,5,Excelente,17022,23/10/2023
3370,5,5,Excelente,52214,01/01/2023
3371,4,4,Excelente,17614,29/05/2021
3372,2,2,Aceptable,17677,23/02/2022
3373,3,4,Muy bueno,5241177,04/01/2023
3374,2,2,Aceptable,16664,24/03/2023
3375,3,4,Muy bueno,18232,20/07/2021
3376,1,1,Deficiente,18555,09/06/2021
3377,3,3,Muy bueno,17336,13/05/2022
3378,5,5,Excelente,3573018,27/10/2022
3379,4,4,Excelente,18452,06/01/2022
3380,3,3,Muy bueno,16733,22/12/2022
3381,5,4,Excelente,18006,02/05/2023
3382,2,1,Regular,9179375,04/11/2023
3383,1,1,Deficiente,52058,05/09/2022
3384,5,5,Excelente,18414,19/05/2023
3385,1,1,Deficiente,52103,17/07/2021
3386,4,5,Excelente,18354,19/07/2023
3387,1,1,Deficiente,16918,13/05/2023
3388,4,3,Muy bueno,3573055,20/09/2022
3389,1,2,Regular,17158,11/11/2022
3390,1,1,Deficiente,16921,18/03/2021
3391,4,4,Excelente,17521,22/10/2023
3392,1,1,Deficiente,4749897,28/01/2021
3393,1,1,Deficiente,18329,07/07/2023
3394,2,2,Aceptable,9272789,10/12/2021
3395,1,1,Deficiente,17164,06/12/2022
3396,4,4,Excelente,18574,11/02/2023
3397,2,2,Aceptable,18440,22/10/2023
3398,5,5,Excelente,18012,24/06/2021
3399,2,2,Aceptable,17530,07/09/2021
3400,4,3,Muy bueno,17980,19/04/2022
3401,3,2,Aceptable,17884,12/05/2021
3402,3,3,Muy bueno,5246193,21/04/2022
3403,4,4,Excelente,17537,21/12/2022
3404,2,3,Aceptable,18111,07/10/2021
3405,5,4,Excelente,18316,04/12/2022
3406,4,4,Excelente,16877,25/06/2022
3407,1,1,Deficiente,4737855,21/08/2021
3408,2,3,Aceptable,17336,02/09/2021
3409,5,5,Excelente,5653901,21/08/2023
3410,3,4,Muy bueno,17265,03/03/2023
3411,3,2,Aceptable,6819620,05/04/2023
3412,3,3,Muy bueno,17039,30/01/2023
3413,1,1,Deficiente,18197,04/07/2023
3414,1,2,Regular,7356654,03/05/2022
3415,2,1,Regular,7168553,03/12/2023
3416,5,5,Excelente,17514,30/01/2021
3417,5,4,Excelente,18497,31/03/2022
3418,5,4,Excelente,18057,15/04/2021
3419,4,3,Muy bueno,17008,25/08/2023
3420,2,3,Aceptable,8786012,19/03/2023
3421,1,2,Regular,16753,17/02/2022
3422,5,5,Excelente,6909670,18/09/2022
3423,3,3,Muy bueno,17475,20/06/2021
3424,1,1,Deficiente,7356671,13/05/2022
3425,4,4,Excelente,16941,05/04/2021
3426,4,3,Muy bueno,17816,07/02/2021
3427,3,2,Aceptable,9492866,22/11/2022
3428,2,2,Aceptable,8799606,25/01/2021
3429,5,4,Excelente,18289,22/02/2023
3430,3,2,Aceptable,18303,06/01/2021
3431,5,4,Excelente,17698,20/06/2021
3432,5,5,Excelente,17802,21/03/2022
3433,1,1,Deficiente,17748,03/01/2023
3434,5,4,Excelente,18390,16/12/2023
3435,3,4,Muy bueno,18253,15/06/2022
3436,1,1,Deficiente,4986212,10/03/2021
3437,5,4,Excelente,17929,02/02/2022
3438,3,3,Muy bueno,17571,25/04/2021
3439,4,3,Muy bueno,16859,09/11/2023
3440,2,3,Aceptable,7127774,26/12/2021
3441,2,2,Aceptable,5175231,18/03/2023
3442,3,3,Muy bueno,8907324,30/11/2021
3443,2,3,Aceptable,18322,17/10/2023
3444,3,2,Aceptable,18049,17/09/2022
3445,2,2,Aceptable,18189,26/12/2022
3446,3,2,Aceptable,17931,25/10/2021
3447,4,4,Excelente,17665,29/05/2022
3448,1,1,Deficiente,18065,23/01/2021
3449,4,5,Excelente,3568173,01/01/2023
3450,3,3,Muy bueno,5653716,21/02/2021
3451,3,2,Aceptable,3962563,23/09/2023
3452,5,5,Excelente,7928105,09/08/2021
3453,3,3,Muy bueno,17473,07/05/2023
3454,5,4,Excelente,17045,29/08/2021
3455,5,5,Excelente,18091,19/04/2021
3456,4,4,Excelente,18586,04/02/2023
3457,4,4,Excelente,17700,10/11/2021
3458,4,4,Excelente,52224,24/07/2023
3459,1,1,Deficiente,17374,16/02/2022
3460,3,2,Aceptable,16748,10/09/2021
3461,5,5,Excelente,6819616,02/09/2023
3462,5,4,Excelente,7943797,22/05/2023
3463,2,3,Aceptable,5653899,04/09/2021
3464,2,1,Regular,17454,15/01/2021
3465,3,4,Muy bueno,17389,21/03/2023
3466,2,1,Regular,18316,18/11/2022
3467,4,4,Excelente,5075332,16/06/2023
3468,5,4,Excelente,18147,04/04/2022
3469,1,2,Regular,8799648,24/09/2023
3470,5,4,Excelente,5195695,26/12/2023
3471,2,3,Aceptable,17335,29/09/2021
3472,4,4,Excelente,17327,23/02/2021
3473,1,1,Deficiente,17694,24/01/2022
3474,1,1,Deficiente,18212,20/11/2022
3475,2,3,Aceptable,5802272,07/07/2022
3476,4,5,Excelente,18349,21/06/2021
3477,3,3,Muy bueno,16925,18/01/2022
3478,3,4,Muy bueno,18591,20/07/2023
3479,3,3,Muy bueno,5246190,16/04/2021
3480,3,2,Aceptable,16799,24/03/2023
3481,5,5,Excelente,5653924,19/02/2023
3482,4,4,Excelente,52076,23/02/2023
3483,5,5,Excelente,52212,10/05/2023
3484,2,2,Aceptable,16667,06/07/2023
3485,5,5,Excelente,18026,20/01/2023
3486,4,3,Muy bueno,17078,14/03/2022
3487,2,2,Aceptable,18364,09/01/2023
3488,3,3,Muy bueno,5218552,06/04/2023
3489,1,2,Regular,17749,28/07/2022
3490,4,3,Muy bueno,5653881,09/12/2023
3491,1,1,Deficiente,18257,21/01/2022
3492,4,4,Excelente,17873,12/06/2023
3493,1,1,Deficiente,8799941,24/09/2021
3494,4,3,Muy bueno,18430,21/03/2021
3495,3,2,Aceptable,7838817,10/03/2023
3496,5,5,Excelente,17174,06/07/2023
3497,4,3,Muy bueno,18374,10/10/2021
3498,3,4,Muy bueno,8775337,29/07/2021
3499,2,1,Regular,17755,01/05/2022
3500,1,2,Regular,7248199,28/12/2022
3501,1,2,Regular,17423,25/09/2023
3502,4,3,Muy bueno,16785,21/03/2022
3503,2,3,Aceptable,17467,07/02/2021
3504,2,2,Aceptable,17846,01/11/2023
3505,4,4,Excelente,52221,26/12/2022
3506,1,1,Deficiente,18128,29/06/2021
3507,2,3,Aceptable,17541,27/08/2021
3508,3,4,Muy bueno,16911,24/07/2021
3509,4,3,Muy bueno,17324,18/03/2021
3510,1,1,Deficiente,16856,16/08/2021
3511,3,2,Aceptable,18266,03/10/2022
3512,3,4,Muy bueno,52054,07/04/2021
3513,2,2,Aceptable,18427,18/10/2023
3514,3,3,Muy bueno,16851,28/03/2022
3515,5,5,Excelente,5654053,28/10/2021
3516,5,5,Excelente,17459,12/01/2023
3517,5,4,Excelente,16925,14/07/2022
3518,1,1,Deficiente,5068873,20/01/2021
3519,3,4,Muy bueno,17017,19/08/2023
3520,3,2,Aceptable,18419,01/05/2023
3521,3,2,Aceptable,17925,25/05/2021
3522,3,3,Muy bueno,7144275,31/08/2023
3523,1,2,Regular,18466,03/03/2023
3524,1,1,Deficiente,5174681,10/07/2021
3525,5,5,Excelente,17546,01/05/2022
3526,4,3,Muy bueno,18423,12/04/2021
3527,2,2,Aceptable,18112,30/04/2023
3528,4,4,Excelente,7943778,11/11/2021
3529,5,5,Excelente,7125612,31/01/2023
3530,3,3,Muy bueno,9294001,13/11/2022
3531,4,5,Excelente,17946,01/07/2021
3532,2,3,Aceptable,17005,05/09/2021
3533,5,5,Excelente,7943776,17/05/2023
3534,2,1,Regular,18268,25/10/2022
3535,5,5,Excelente,17702,26/01/2023
3536,5,4,Excelente,5214638,06/09/2021
3537,5,5,Excelente,3960567,23/09/2022
3538,4,3,Muy bueno,5261893,04/04/2022
3539,4,3,Muy bueno,7247843,08/05/2022
3540,5,5,Excelente,18339,24/02/2023
3541,3,2,Aceptable,5653877,01/11/2022
3542,1,1,Deficiente,17561,09/11/2023
3543,5,5,Excelente,17053,16/03/2021
3544,1,1,Deficiente,5213833,16/06/2022
3545,3,2,Aceptable,52076,12/02/2023
3546,5,4,Excelente,17596,12/04/2021
3547,4,4,Excelente,17486,24/03/2022
3548,4,5,Excelente,17894,30/12/2021
3549,4,5,Excelente,7928031,13/11/2021
3550,1,2,Regular,52208,31/07/2021
3551,3,3,Muy bueno,17108,22/02/2023
3552,5,5,Excelente,17994,26/10/2022
3553,2,1,Regular,52202,01/08/2021
3554,2,1,Regular,8927341,15/02/2021
3555,3,2,Aceptable,17473,17/04/2022
3556,1,1,Deficiente,17112,19/10/2021
3557,2,2,Aceptable,18076,21/08/2021
3558,3,2,Aceptable,52101,09/12/2021
3559,3,3,Muy bueno,17952,31/05/2021
3560,4,3,Muy bueno,18411,11/04/2021
3561,2,3,Aceptable,5654006,20/09/2023
3562,1,1,Deficiente,5213831,25/02/2023
3563,4,3,Muy bueno,7165658,06/04/2022
3564,5,5,Excelente,18601,19/04/2023
3565,5,5,Excelente,17299,27/08/2023
3566,2,2,Aceptable,17170,10/07/2023
3567,5,5,Excelente,17387,20/11/2021
3568,5,5,Excelente,17963,23/10/2021
3569,5,4,Excelente,18043,12/01/2021
3570,1,2,Regular,17327,24/07/2022
3571,5,4,Excelente,52230,11/05/2021
3572,3,4,Muy bueno,17358,11/04/2023
3573,2,2,Aceptable,17846,17/05/2023
3574,3,3,Muy bueno,17300,03/09/2022
3575,1,1,Deficiente,18131,31/08/2021
3576,1,1,Deficiente,3530623,16/07/2021
3577,1,1,Deficiente,17720,30/03/2021
3578,5,5,Excelente,16718,28/01/2023
3579,5,4,Excelente,17803,04/03/2021
3580,4,5,Excelente,52175,11/04/2023
3581,5,5,Excelente,52061,14/11/2022
3582,3,4,Muy bueno,18509,16/11/2021
3583,1,1,Deficiente,17432,24/08/2022
3584,1,1,Deficiente,3569222,16/04/2021
3585,3,4,Muy bueno,52189,06/04/2023
3586,5,5,Excelente,17609,19/11/2022
3587,1,2,Regular,18562,19/11/2022
3588,4,5,Excelente,16815,24/11/2021
3589,3,2,Aceptable,52149,16/09/2023
3590,4,3,Muy bueno,16990,19/05/2023
3591,5,5,Excelente,451521,18/03/2023
3592,5,4,Excelente,52085,01/03/2023
3593,1,1,Deficiente,7107707,10/11/2022
3594,2,2,Aceptable,6819618,19/07/2021
3595,3,2,Aceptable,18380,30/06/2021
3596,1,1,Deficiente,18515,19/02/2021
3597,1,1,Deficiente,5197210,31/01/2021
3598,2,3,Aceptable,52107,10/09/2023
3599,5,4,Excelente,18069,15/04/2021
3600,3,2,Aceptable,52147,23/12/2023
3601,4,4,Excelente,18235,04/01/2022
3602,1,2,Regular,9295425,07/06/2021
3603,2,2,Aceptable,18080,16/01/2023
3604,2,2,Aceptable,18181,13/07/2021
3605,4,5,Excelente,18268,11/12/2021
3606,1,1,Deficiente,17946,24/12/2023
3607,2,2,Aceptable,16983,06/02/2022
3608,1,2,Regular,17129,08/06/2022
3609,1,2,Regular,17755,04/05/2021
3610,5,4,Excelente,17021,12/07/2022
3611,3,4,Muy bueno,52197,14/08/2021
3612,3,4,Muy bueno,4737941,01/09/2022
3613,4,3,Muy bueno,5237113,02/03/2021
3614,4,5,Excelente,17681,09/01/2023
3615,5,5,Excelente,5219515,02/05/2023
3616,4,5,Excelente,18203,19/09/2023
3617,4,3,Muy bueno,4989404,24/03/2022
3618,5,4,Excelente,18591,23/12/2021
3619,5,5,Excelente,18434,21/03/2021
3620,4,3,Muy bueno,4986142,04/05/2022
3621,2,1,Regular,18312,09/12/2022
3622,1,1,Deficiente,18212,11/01/2022
3623,1,1,Deficiente,17873,16/10/2021
3624,1,2,Regular,18430,20/04/2021
3625,2,2,Aceptable,7613890,28/08/2022
3626,2,2,Aceptable,5653971,17/06/2021
3627,4,3,Muy bueno,5237137,07/05/2022
3628,3,3,Muy bueno,18377,08/04/2022
3629,3,4,Muy bueno,9046350,09/10/2023
3630,4,5,Excelente,16892,11/03/2022
3631,3,3,Muy bueno,17883,01/06/2023
3632,5,4,Excelente,18298,17/12/2021
3633,2,3,Aceptable,17555,02/06/2023
3634,2,3,Aceptable,5211511,07/04/2022
3635,1,1,Deficiente,5654051,07/10/2023
3636,2,3,Aceptable,16834,03/12/2022
3637,5,5,Excelente,52038,26/04/2021
3638,1,1,Deficiente,17919,01/08/2022
3639,5,5,Excelente,17116,12/10/2023
3640,1,2,Regular,5195676,08/06/2022
3641,4,3,Muy bueno,17282,27/10/2021
3642,5,4,Excelente,18536,13/04/2023
3643,5,4,Excelente,18463,11/04/2021
3644,2,3,Aceptable,17211,15/03/2021
3645,4,3,Muy bueno,17927,26/08/2022
3646,1,1,Deficiente,17414,17/04/2023
3647,3,4,Muy bueno,16981,02/07/2022
3648,5,5,Excelente,17936,02/12/2022
3649,1,1,Deficiente,17835,29/07/2022
3650,2,2,Aceptable,7021749,09/09/2022
3651,4,4,Excelente,18498,03/11/2021
3652,2,2,Aceptable,18102,29/06/2022
3653,3,2,Aceptable,7764194,11/08/2023
3654,1,1,Deficiente,7761231,02/12/2023
3655,5,4,Excelente,17144,04/07/2021
3656,5,5,Excelente,16937,23/06/2022
3657,1,1,Deficiente,17418,19/08/2022
3658,5,4,Excelente,7140941,22/09/2021
3659,3,3,Muy bueno,18433,25/01/2022
3660,2,2,Aceptable,17931,01/12/2021
3661,2,3,Aceptable,8914010,22/11/2023
3662,4,5,Excelente,16934,24/11/2023
3663,3,2,Aceptable,5246189,26/06/2022
3664,3,4,Muy bueno,5654037,14/10/2021
3665,4,5,Excelente,18553,02/10/2021
3666,2,2,Aceptable,17415,24/03/2023
3667,1,1,Deficiente,17969,02/01/2023
3668,2,3,Aceptable,16762,15/11/2021
3669,2,3,Aceptable,17781,08/06/2021
3670,1,1,Deficiente,8907322,14/03/2023
3671,2,1,Regular,7841427,03/05/2021
3672,4,3,Muy bueno,52216,05/07/2023
3673,1,2,Regular,16919,16/11/2021
3674,5,4,Excelente,6819620,05/09/2021
3675,5,5,Excelente,17420,04/05/2022
3676,1,2,Regular,16752,31/05/2022
3677,5,5,Excelente,52198,26/03/2021
3678,2,3,Aceptable,16921,04/02/2023
3679,4,3,Muy bueno,18576,03/06/2021
3680,5,4,Excelente,18397,30/05/2023
3681,3,4,Muy bueno,18487,07/02/2021
3682,3,2,Aceptable,17344,24/07/2022
3683,1,1,Deficiente,16676,08/11/2021
3684,2,1,Regular,451542,11/08/2022
3685,2,2,Aceptable,17802,23/04/2021
3686,5,4,Excelente,17195,14/03/2022
3687,5,5,Excelente,17342,19/11/2023
3688,4,5,Excelente,18400,07/09/2023
3689,4,3,Muy bueno,18605,18/01/2023
3690,1,1,Deficiente,18397,08/07/2021
3691,5,5,Excelente,18216,27/12/2021
3692,1,1,Deficiente,17585,03/09/2021
3693,4,3,Muy bueno,18300,10/03/2023
3694,4,4,Excelente,17839,12/12/2023
3695,3,2,Aceptable,16720,06/07/2023
3696,5,5,Excelente,16906,20/10/2023
3697,5,4,Excelente,18382,26/06/2022
3698,3,4,Muy bueno,18087,11/09/2023
3699,3,2,Aceptable,52041,07/10/2023
3700,4,3,Muy bueno,5241188,16/04/2021
3701,3,4,Muy bueno,18217,10/10/2022
3702,2,2,Aceptable,9046351,13/06/2021
3703,2,2,Aceptable,52154,28/06/2021
3704,3,4,Muy bueno,17009,21/04/2023
3705,3,4,Muy bueno,7168609,05/05/2022
3706,5,4,Excelente,17204,10/04/2023
3707,4,5,Excelente,17026,18/05/2022
3708,4,4,Excelente,18369,01/09/2021
3709,4,3,Muy bueno,17330,05/11/2023
3710,5,4,Excelente,52055,18/12/2022
3711,2,1,Regular,18192,10/09/2022
3712,1,1,Deficiente,18357,01/06/2021
3713,3,3,Muy bueno,4749899,16/08/2023
3714,3,2,Aceptable,8776080,22/03/2022
3715,1,1,Deficiente,3568169,28/07/2021
3716,3,4,Muy bueno,17505,10/07/2022
3717,1,1,Deficiente,5208757,01/01/2022
3718,4,3,Muy bueno,3573050,14/09/2021
3719,5,5,Excelente,52197,01/02/2021
3720,4,4,Excelente,5201907,08/06/2023
3721,1,1,Deficiente,17817,13/07/2021
3722,5,5,Excelente,16850,09/06/2023
3723,4,5,Excelente,16896,11/03/2023
3724,2,3,Aceptable,7840405,09/03/2023
3725,4,3,Muy bueno,17800,07/06/2022
3726,4,3,Muy bueno,7126494,13/06/2023
3727,4,4,Excelente,4749887,03/09/2023
3728,2,3,Aceptable,18118,24/12/2021
3729,2,2,Aceptable,7928105,04/04/2022
3730,2,2,Aceptable,5237127,18/11/2023
3731,1,1,Deficiente,17299,26/03/2022
3732,3,2,Aceptable,18106,19/07/2022
3733,4,5,Excelente,17733,12/08/2022
3734,2,3,Aceptable,18210,07/09/2022
3735,5,4,Excelente,18040,13/05/2023
3736,4,4,Excelente,461179,28/06/2023
3737,4,4,Excelente,18205,28/11/2021
3738,2,3,Aceptable,18517,06/01/2021
3739,2,3,Aceptable,17741,20/06/2021
3740,2,1,Regular,5240281,26/01/2023
3741,4,5,Excelente,18132,09/02/2023
3742,5,5,Excelente,16931,25/12/2022
3743,4,4,Excelente,7887312,23/09/2022
3744,4,5,Excelente,5218554,30/11/2023
3745,4,3,Muy bueno,18229,09/07/2022
3746,4,3,Muy bueno,17512,18/08/2021
3747,4,3,Muy bueno,17835,12/08/2022
3748,2,1,Regular,17200,02/06/2021
3749,4,5,Excelente,17631,20/10/2023
3750,4,3,Muy bueno,17681,21/03/2023
3751,5,5,Excelente,17398,22/09/2022
3752,2,3,Aceptable,17336,10/04/2022
3753,3,3,Muy bueno,18492,29/10/2023
3754,1,1,Deficiente,16924,07/10/2022
3755,2,3,Aceptable,17157,18/02/2022
3756,3,2,Aceptable,16749,16/09/2021
3757,2,1,Regular,5237120,21/08/2022
3758,2,2,Aceptable,17551,27/10/2022
3759,4,5,Excelente,16858,29/04/2021
3760,1,1,Deficiente,16956,17/07/2022
3761,2,2,Aceptable,17585,02/11/2023
3762,3,3,Muy bueno,18201,07/11/2021
3763,5,4,Excelente,17883,17/09/2023
3764,2,1,Regular,17356,05/01/2021
3765,4,4,Excelente,18215,02/01/2022
3766,4,3,Muy bueno,52094,25/12/2023
3767,1,1,Deficiente,9261936,25/07/2023
3768,1,1,Deficiente,7129053,07/08/2022
3769,1,1,Deficiente,17872,25/05/2022
3770,5,5,Excelente,17489,29/07/2021
3771,3,4,Muy bueno,16766,21/11/2021
3772,5,4,Excelente,17937,05/09/2021
3773,2,1,Regular,17731,16/11/2022
3774,2,3,Aceptable,5213820,25/06/2022
3775,3,4,Muy bueno,16671,10/09/2022
3776,5,4,Excelente,17529,12/01/2022
3777,5,5,Excelente,17880,25/02/2022
3778,5,5,Excelente,18059,18/08/2022
3779,1,1,Deficiente,17353,25/03/2021
3780,3,4,Muy bueno,17996,04/05/2023
3781,3,3,Muy bueno,18340,14/01/2023
3782,3,4,Muy bueno,18083,19/01/2022
3783,1,1,Deficiente,52095,02/05/2022
3784,3,4,Muy bueno,3991326,07/01/2021
3785,2,2,Aceptable,18467,07/06/2021
3786,1,1,Deficiente,17106,03/02/2021
3787,2,3,Aceptable,17130,07/08/2021
3788,5,5,Excelente,7928425,05/08/2022
3789,4,4,Excelente,17770,07/05/2021
3790,3,2,Aceptable,5237137,05/08/2023
3791,4,5,Excelente,16730,18/07/2022
3792,3,4,Muy bueno,18442,26/09/2022
3793,4,4,Excelente,18044,04/11/2023
3794,4,3,Muy bueno,17725,13/01/2021
3795,5,4,Excelente,16767,07/08/2023
3796,4,3,Muy bueno,7838818,28/03/2023
3797,1,1,Deficiente,18246,22/07/2023
3798,2,3,Aceptable,17038,12/12/2023
3799,2,3,Aceptable,18064,09/07/2021
3800,5,4,Excelente,17319,28/10/2021
3801,3,4,Muy bueno,18330,30/05/2021
3802,2,1,Regular,16954,29/08/2023
3803,3,4,Muy bueno,4730835,27/07/2021
3804,3,4,Muy bueno,18008,10/10/2021
3805,2,3,Aceptable,17779,20/10/2021
3806,4,3,Muy bueno,7602249,04/06/2022
3807,2,3,Aceptable,3573057,24/02/2022
3808,5,5,Excelente,18484,20/07/2023
3809,3,4,Muy bueno,3569210,12/12/2021
3810,1,1,Deficiente,17389,28/02/2022
3811,4,3,Muy bueno,18616,03/09/2023
3812,3,3,Muy bueno,3962084,13/02/2023
3813,2,2,Aceptable,17260,15/07/2022
3814,3,2,Aceptable,5071591,10/08/2022
3815,3,3,Muy bueno,17652,26/04/2022
3816,2,3,Aceptable,52162,27/09/2022
3817,3,3,Muy bueno,5237122,04/12/2022
3818,4,5,Excelente,18262,27/02/2022
3819,4,4,Excelente,16859,23/05/2023
3820,3,2,Aceptable,7126494,06/03/2022
3821,2,2,Aceptable,17356,07/05/2022
3822,3,2,Aceptable,17841,14/02/2021
3823,4,4,Excelente,18506,23/09/2021
3824,5,5,Excelente,17399,04/10/2023
3825,2,1,Regular,16751,04/06/2022
3826,4,4,Excelente,17764,08/12/2022
3827,3,3,Muy bueno,17730,10/04/2022
3828,5,5,Excelente,17747,09/11/2022
3829,4,3,Muy bueno,17148,24/05/2021
3830,1,1,Deficiente,18254,24/10/2023
3831,1,1,Deficiente,18140,29/08/2022
3832,4,4,Excelente,18035,19/10/2023
3833,4,3,Muy bueno,16867,15/09/2021
3834,5,5,Excelente,18348,24/08/2023
3835,4,4,Excelente,9046339,23/08/2022
3836,4,5,Excelente,18405,26/10/2021
3837,5,4,Excelente,5241174,27/11/2022
3838,4,5,Excelente,7902706,21/06/2021
3839,3,3,Muy bueno,18061,06/01/2022
3840,5,4,Excelente,17388,30/06/2021
3841,1,1,Deficiente,5240275,24/09/2021
3842,4,5,Excelente,52103,09/10/2021
3843,4,4,Excelente,16698,26/08/2023
3844,2,1,Regular,17493,29/06/2022
3845,2,1,Regular,18334,01/04/2023
3846,4,3,Muy bueno,7908163,20/09/2022
3847,3,2,Aceptable,16830,15/02/2021
3848,1,1,Deficiente,18046,05/02/2021
3849,1,1,Deficiente,52170,15/01/2023
3850,1,2,Regular,52047,06/02/2022
3851,3,3,Muy bueno,7928031,11/02/2023
3852,5,5,Excelente,17859,22/09/2021
3853,2,2,Aceptable,7403980,11/08/2023
3854,5,5,Excelente,3962563,26/01/2022
3855,3,2,Aceptable,7125612,20/12/2021
3856,3,3,Muy bueno,52197,07/09/2023
3857,1,1,Deficiente,52061,06/01/2023
3858,1,2,Regular,17815,12/11/2023
3859,3,3,Muy bueno,17087,12/01/2022
3860,3,4,Muy bueno,5237114,05/10/2023
3861,5,5,Excelente,18302,19/09/2021
3862,2,3,Aceptable,5237124,03/09/2023
3863,1,1,Deficiente,18590,25/08/2023
3864,2,1,Regular,17125,04/12/2023
3865,3,3,Muy bueno,17513,28/11/2022
3866,4,4,Excelente,17459,29/06/2021
3867,2,2,Aceptable,17337,29/10/2022
3868,4,5,Excelente,18598,01/07/2022
3869,4,5,Excelente,52115,07/03/2022
3870,3,3,Muy bueno,18471,23/03/2021
3871,3,3,Muy bueno,18295,17/07/2021
3872,3,3,Muy bueno,16695,01/05/2021
3873,1,1,Deficiente,18104,05/10/2022
3874,2,3,Aceptable,17002,08/11/2023
3875,5,5,Excelente,9046351,31/01/2022
3876,1,1,Deficiente,17955,11/10/2021
3877,5,5,Excelente,18496,28/09/2022
3878,2,2,Aceptable,17995,28/10/2022
3879,5,4,Excelente,17428,13/04/2023
3880,5,4,Excelente,17430,03/06/2021
3881,3,2,Aceptable,17026,29/12/2021
3882,3,3,Muy bueno,52218,19/12/2021
3883,3,2,Aceptable,5237118,28/02/2023
3884,2,3,Aceptable,8914014,03/01/2021
3885,5,5,Excelente,18362,12/02/2022
3886,2,1,Regular,3573058,20/05/2021
3887,3,2,Aceptable,18442,04/09/2022
3888,3,4,Muy bueno,7356671,07/09/2023
3889,2,3,Aceptable,18154,19/12/2021
3890,3,3,Muy bueno,17047,23/09/2021
3891,4,5,Excelente,18614,16/06/2021
3892,3,2,Aceptable,17583,19/01/2022
3893,2,1,Regular,16713,22/03/2023
3894,4,3,Muy bueno,17924,30/07/2021
3895,5,4,Excelente,17078,09/10/2022
3896,5,4,Excelente,17198,18/04/2021
3897,4,4,Excelente,5240105,30/05/2022
3898,5,5,Excelente,18107,21/06/2023
3899,2,3,Aceptable,18417,30/03/2021
3900,4,5,Excelente,17093,11/12/2023
3901,3,4,Muy bueno,16846,08/04/2023
3902,2,3,Aceptable,18505,21/07/2021
3903,5,4,Excelente,5653727,22/09/2022
3904,5,5,Excelente,17901,22/02/2023
3905,1,1,Deficiente,17983,12/10/2023
3906,2,3,Aceptable,18569,14/04/2021
3907,2,3,Aceptable,7245849,10/01/2021
3908,1,2,Regular,16958,21/09/2023
3909,4,4,Excelente,17373,20/08/2022
3910,3,3,Muy bueno,18560,27/03/2021
3911,3,3,Muy bueno,17344,19/08/2021
3912,4,5,Excelente,3573005,14/11/2023
3913,5,5,Excelente,17114,12/10/2022
3914,1,1,Deficiente,18398,02/08/2021
3915,4,3,Muy bueno,3573332,29/11/2022
3916,2,1,Regular,8786012,18/05/2023
3917,4,3,Muy bueno,18122,20/01/2021
3918,5,5,Excelente,17974,20/03/2023
3919,4,5,Excelente,17610,04/05/2022
3920,2,2,Aceptable,17903,04/03/2023
3921,3,3,Muy bueno,17539,18/06/2022
3922,2,3,Aceptable,16966,17/07/2023
3923,5,5,Excelente,17391,11/01/2021
3924,4,4,Excelente,8799532,04/01/2023
3925,1,1,Deficiente,18414,16/07/2023
3926,5,4,Excelente,17163,25/12/2021
3927,2,3,Aceptable,17423,22/08/2023
3928,3,4,Muy bueno,52182,09/01/2023
3929,1,1,Deficiente,9181989,30/04/2023
3930,5,5,Excelente,17460,10/02/2023
3931,4,5,Excelente,5653905,17/06/2023
3932,3,2,Aceptable,17081,25/07/2021
3933,3,4,Muy bueno,18170,08/11/2022
3934,3,4,Muy bueno,52078,22/12/2023
3935,5,4,Excelente,52144,28/04/2022
3936,1,2,Regular,3531281,27/02/2023
3937,1,2,Regular,52206,19/09/2023
3938,4,3,Muy bueno,18138,09/05/2021
3939,1,1,Deficiente,7889423,23/11/2021
3940,3,4,Muy bueno,17542,27/10/2021
3941,3,2,Aceptable,3573051,20/05/2021
3942,2,1,Regular,17695,12/04/2023
3943,5,4,Excelente,7933003,27/07/2023
3944,1,1,Deficiente,17316,06/01/2022
3945,1,1,Deficiente,5211393,06/02/2023
3946,1,2,Regular,18051,01/02/2023
3947,4,5,Excelente,18444,01/10/2023
3948,4,4,Excelente,17213,20/06/2022
3949,4,4,Excelente,17543,27/06/2023
3950,3,4,Muy bueno,17694,03/01/2023
3951,3,4,Muy bueno,17617,20/02/2023
3952,5,5,Excelente,16988,04/05/2023
3953,5,5,Excelente,16825,08/11/2023
3954,2,1,Regular,9403201,24/12/2023
3955,3,3,Muy bueno,5240110,07/01/2021
3956,5,4,Excelente,17705,04/10/2021
3957,1,2,Regular,17769,05/03/2023
3958,2,2,Aceptable,18173,22/02/2023
3959,4,3,Muy bueno,17526,16/05/2022
3960,5,5,Excelente,5240277,24/08/2023
3961,1,1,Deficiente,52169,24/06/2023
3962,3,4,Muy bueno,17396,10/02/2021
3963,1,2,Regular,17650,23/03/2023
3964,1,1,Deficiente,52051,02/07/2022
